,ASSOCIATION,SENTENCE
331,Positive,Activated STAT3 correlated with elevated cyclin D1 protein in primary breast tumors and breast cancer-derived cell lines.
332,Negative,"Furthermore, knockdown of cyclin D1 in breast carcinoma cells led to a reduction in anchorage-independent growth."
333,Positive,The EphA2 receptor tyrosine kinase is frequently overexpressed in invasive breast cancer cells.
334,Negative,"AGR2 knockdown induced cell death in ZR-75-1 and T47 D cells, and also downregulated survivin and c-Myc."
335,Negative,"AGR2 knockdown induced cell death in ZR-75-1 and T47 D cells, and also downregulated survivin and c-Myc."
336,Negative,"AGR2 knockdown induced cell death in ZR-75-1 and T47 D cells, and also downregulated survivin and c-Myc."
337,Positive,"Increased cellular activity of ornithine decarboxylase (ODC), the first and rate-limiting enzyme in polyamine (PA) synthesis, is an independent adverse prognostic factor for overall survival in human breast cancer, thus suggesting an important role for PA in tumor progression."
338,Positive,"Increased cellular activity of ornithine decarboxylase (ODC), the first and rate-limiting enzyme in polyamine (PA) synthesis, is an independent adverse prognostic factor for overall survival in human breast cancer, thus suggesting an important role for PA in tumor progression."
339,Positive,"Hyperactivation of the insulin-like growth factor I receptor (IGF-IR) contributes to primary breast cancer development, but the role of the IGF-IR in tumor metastasis is unclear."
340,Positive,"Hyperactivation of the insulin-like growth factor I receptor (IGF-IR) contributes to primary breast cancer development, but the role of the IGF-IR in tumor metastasis is unclear."
341,Positive,"We found that IGF-IR overexpression markedly stimulated aggregation in E-cad-positive MCF-7 breast cancer cells, but not in E-cad-negative MDA-MB-231 cells."
342,Positive,"All three interferons and TPA enhanced the expression of the Mr 180,000 carcinoembryonic antigen (CEA) and CEA-related TAA recognized by monoclonal antibody B1.1 in both T47D and MCF-7 human breast carcinoma cell lines."
343,Positive,"All three interferons and TPA enhanced the expression of the Mr 180,000 carcinoembryonic antigen (CEA) and CEA-related TAA recognized by monoclonal antibody B1.1 in both T47D and MCF-7 human breast carcinoma cell lines."
344,Positive,"All three interferons and TPA enhanced the expression of the Mr 180,000 carcinoembryonic antigen (CEA) and CEA-related TAA recognized by monoclonal antibody B1.1 in both T47D and MCF-7 human breast carcinoma cell lines."
345,Positive,"In general, IFN-gamma was more effective than IFN-alpha, IFN-beta or TPA in augmenting the expression of TAA, CEA and BCA-225, and HLA-DR expression in T47D and MCF-7 cells."
346,Positive,"In addition, Cd enhanced DNA synthesis and pS2 mRNA levels in estrogen (10 pM estradiol) treated T47D cells."
347,Positive,"E2 but not ICI stimulated BMP-6 reporter activity in breast cancer cells, whereas the opposite was observed in osteoblast-like cells, associated with lack of AF-2 dependence of the response, and absent intranuclear localization of ERalpha, suggesting the involvement of a distinct ERalpha-dependent response mechanism in osteoblasts."
348,Positive,"E2, but not ICI, stimulated BMP-6 reporter activity by approximately 100% in MCF-7, T47-D cells, and HepG2 cells when transfected with ERalpha."
349,Positive,We report that transfection of insulin-like growth factor-binding protein-3 (IGFBP-3) cDNA in human breast cancer cell lines expressing either mutant p53 (T47D) or wild-type p53 (MCF-7) induces apoptosis.
350,Positive,We report that transfection of insulin-like growth factor-binding protein-3 (IGFBP-3) cDNA in human breast cancer cell lines expressing either mutant p53 (T47D) or wild-type p53 (MCF-7) induces apoptosis.
351,Negative,"In MCF-7, an increase in Bad and Bax protein expression and a decrease in Bcl-x(L) protein and Bcl-2 protein and mRNA were observed."
352,Negative,"In MCF-7, an increase in Bad and Bax protein expression and a decrease in Bcl-x(L) protein and Bcl-2 protein and mRNA were observed."
353,Positive,"In MCF-7, an increase in Bad and Bax protein expression and a decrease in Bcl-x(L) protein and Bcl-2 protein and mRNA were observed."
354,Positive,"In MCF-7, an increase in Bad and Bax protein expression and a decrease in Bcl-x(L) protein and Bcl-2 protein and mRNA were observed."
355,Positive,"In MCF-7, an increase in Bad and Bax protein expression and a decrease in Bcl-x(L) protein and Bcl-2 protein and mRNA were observed."
356,Positive,"In T47D, Bax and Bad proteins were up-regulated; Bcl-2 protein is undetectable in these cells."
357,Positive,"In T47D, Bax and Bad proteins were up-regulated; Bcl-2 protein is undetectable in these cells."
358,Positive,Transfection of IGFBP-3 increased the radiosensitivity of T47D and increased IR-induced apoptosis but did not effect a rapid G(1) arrest.
359,Positive,HGF induces Dgk activation in MDA-MB-231 cells that is required for cell invasiveness.
360,Positive,Complete response of brain metastases from breast cancer overexpressing Her-2/neu to radiation and concurrent Lapatinib and Capecitabine.
361,Positive,Increased frequency of long androgen receptor CAG repeats in male breast cancers.
362,Positive,"Stimulation of SKBR3 cells and HCII RI#11 mouse mammary epithelial cells expressing the human erbB-2 with EGF led to an increase in scFv(FRP5)-ETA activity, showing that the EGF-induced activation of erbB-2 can potentiate the action of the erbB-2-directed toxin."
363,Positive,"Stimulation of SKBR3 cells and HCII RI#11 mouse mammary epithelial cells expressing the human erbB-2 with EGF led to an increase in scFv(FRP5)-ETA activity, showing that the EGF-induced activation of erbB-2 can potentiate the action of the erbB-2-directed toxin."
364,Positive,"Stimulation of SKBR3 cells and HCII RI#11 mouse mammary epithelial cells expressing the human erbB-2 with EGF led to an increase in scFv(FRP5)-ETA activity, showing that the EGF-induced activation of erbB-2 can potentiate the action of the erbB-2-directed toxin."
365,Positive,"By using 5' deletion mutant constructs of MMP-2 promoter, we showed that deletion of the region containing activator protein-1 (AP-1) site caused the greatest reduction of MMP-2 promoter activity both in MKK6- and H-Ras-activated MCF10A cells, suggesting that the AP-1 binding site is critical for the MMP-2 promoter activation."
366,Positive,"Activation of ATF2, which depended on p38 activity, was crucial for MMP-2 promoter activity as well as induction of invasive and migrative phenotypes in MCF10A cells."
367,Positive,"It has been shown recently that 17beta-estradiol (E2) can stimulate the Src/p21ras/mitogen-activated protein kinase pathway in breast cancer cells, and this effect is supposed to mediate the E2-induced stimulation of breast cancer cell proliferation, possibly via activation of the c-fos and c-jun early genes or of genes involved in cell cycle control."
368,Positive,"It has been shown recently that 17beta-estradiol (E2) can stimulate the Src/p21ras/mitogen-activated protein kinase pathway in breast cancer cells, and this effect is supposed to mediate the E2-induced stimulation of breast cancer cell proliferation, possibly via activation of the c-fos and c-jun early genes or of genes involved in cell cycle control."
369,Positive,"It has been shown recently that 17beta-estradiol (E2) can stimulate the Src/p21ras/mitogen-activated protein kinase pathway in breast cancer cells, and this effect is supposed to mediate the E2-induced stimulation of breast cancer cell proliferation, possibly via activation of the c-fos and c-jun early genes or of genes involved in cell cycle control."
370,Positive,"We now show that the MDA468 breast cancer cells express the mRNA for the EGF-like molecule, transforming growth factor-alpha (TGF-alpha), and demonstrate that TPA or EGF cause an accumulation of both EGF receptor and TGF-alpha mRNA."
371,Positive,"It has, however, been reported that expression of connexin26 (Cx26) protein is induced in human ductal carcinomas of the breast and that its amount increases in proportion to the grade of malignancy."
372,Positive,"Our results strongly suggest that the induction of Cx26 protein observed in human breast cancers, reported previously, may not be very relevant to the development of breast cancers, and that Cx26 can function as a tumor suppressor in breast cancer cells."
373,Positive,These results support the hypothesis that EMSY overexpression can play a role in the genesis of human breast cancer.
374,Negative,"In this study we show that oestradiol decreased secreted sVEGFR-1, increased secreted VEGF, and decreased the ratio of sVEGFR-1/VEGF in MCF-7 human breast cancer cells."
375,Positive,"In this study we show that oestradiol decreased secreted sVEGFR-1, increased secreted VEGF, and decreased the ratio of sVEGFR-1/VEGF in MCF-7 human breast cancer cells."
376,Positive,"The synergistic action of unopposed oestrogen and leptin, compounded by increasing insulin, cortisol and xeno-oestrogen exposure directly initiate, promote and exacerbate obesity, type 2 diabetes, uterine overgrowth, prostatic enlargement, prostate cancer and breast cancer."
377,Positive,Activation of PI3K/Akt signaling and hormone resistance in breast cancer.
378,Positive,Recent studies show that aberrant activation of Akt in breast carcinoma is associated with a poor prognosis and resistance to endocrine therapy and chemotherapy.
379,Positive,"These findings therefore suggest that Akt activation induces endocrine resistance in metastatic breast cancer, irrespective of the kind of endocrine agents that were administered."
380,Positive,Our findings indicate that the activation of Akt in the downstream pathway of HER2 plays an important role in resistance to endocrine therapy for breast cancer.
381,Negative,"Our findings suggest that pAkt may be a useful predictor of resistance to endocrine therapy for breast cancer, while also suggesting that the inhibition of Akt may increase the efficacy of endocrine therapy."
382,Negative,"Decreased expression of miR-342 in the therapeutically challenging triple-negative breast tumours, increased miR-342 expression in the luminal B tumours, and downregulated miR-520g in ER and PR-positive tumours indicates that not only is dysregulated miRNA expression a marker for poorer prognosis breast cancer, but that it could also present an attractive target for therapeutic intervention."
383,Positive,"Decreased expression of miR-342 in the therapeutically challenging triple-negative breast tumours, increased miR-342 expression in the luminal B tumours, and downregulated miR-520g in ER and PR-positive tumours indicates that not only is dysregulated miRNA expression a marker for poorer prognosis breast cancer, but that it could also present an attractive target for therapeutic intervention."
384,Negative,"Decreased expression of miR-342 in the therapeutically challenging triple-negative breast tumours, increased miR-342 expression in the luminal B tumours, and downregulated miR-520g in ER and PR-positive tumours indicates that not only is dysregulated miRNA expression a marker for poorer prognosis breast cancer, but that it could also present an attractive target for therapeutic intervention."
385,Positive,"In nuclear run-on assays, 17beta-estradiol (E2) increased the rate of Tf gene expression approximately 3-fold within 1 h after treatment and reporter gene activity was also induced in MCF-7 cells transfected with a construct containing a -3600 to +39 Tf gene promoter insert."
386,Positive,SCARA3 mRNA is overexpressed in ovarian carcinoma compared with breast carcinoma effusions.
387,Positive,"Scavenger receptor class A, member 3 (SCARA3) was previously found to be overexpressed in ovarian/primary peritoneal carcinoma (OC/PPC) compared with breast carcinoma effusions by global gene expression analysis."
388,Positive,"Scavenger receptor class A, member 3 (SCARA3) was previously found to be overexpressed in ovarian/primary peritoneal carcinoma (OC/PPC) compared with breast carcinoma effusions by global gene expression analysis."
389,Positive,"miR-9 is overexpressed in several cancer forms, including brain tumours, hepatocellular carcinomas, breast cancer and Hodgkin lymphoma (HL)."
390,Positive,It was found that there were both significant overexpression of Wnt5A and underexpression of Wnt10B in the metastasis-derived finite life-span breast cancer cells when they were compared to the finite life-span normal and established normal and breast tumor cells.
391,Negative,"Compared with that of the vector control and naïve MCF7 cell group, there was a significant decrease of BCSG-1 protein expression in the four experimental groups by immuno-histochemistry staining (P<0.01)."
392,Negative,BCSG1-siRNA down-regulates the expression of BCSG1 and inhibits effectively growth of the transplaned human breast cancer cell line in nude mice.
393,Negative,"We have previously reported that glucocorticoids markedly increase and anti-glucocorticoids (such as RU-486) block c-fms RNA and protein expression in some breast cancer cell lines, but not in others, and that this increase is the consequence of increased transcription from the first, epithelial cell-specific promoter of the c-fms gene (encoding CSF-1R, macrophage colony-stimulating factor receptor)."
394,Positive,"In MDA-MB-231, TGF-beta1 had no effect on cell proliferation but increased uPA activity and PAI-1 antigen level; sodium butyrate inhibited both cell proliferation and uPA activity but had no effect on PAI-1 level."
395,Positive,"In MDA-MB-231, TGF-beta1 had no effect on cell proliferation but increased uPA activity and PAI-1 antigen level; sodium butyrate inhibited both cell proliferation and uPA activity but had no effect on PAI-1 level."
396,Negative,"In MDA-MB-231, TGF-beta1 had no effect on cell proliferation but increased uPA activity and PAI-1 antigen level; sodium butyrate inhibited both cell proliferation and uPA activity but had no effect on PAI-1 level."
397,Positive,"The proliferation of certain human HER2-positive breast cancer lines also requires HSF1, as its knockdown led to upregulation of p21 and/or decrease in survivin, precipitating growth arrest."
398,Positive,"The activation of receptor tyrosine kinases, particularly ErbB2, has an important role in the genesis of breast cancer."
399,Positive,"We found a correlation between ErbB2 expression and activation of Pak in estrogen receptor-positive human breast tumor samples and observed that in 3D cultures, activation of Rac-Pak1 pathway by ErbB2 homodimers induced growth factor-independent proliferation and promoted disruption of 3D mammary acinar-like structures through activation of the Erk and Akt pathways."
400,Positive,"We found a correlation between ErbB2 expression and activation of Pak in estrogen receptor-positive human breast tumor samples and observed that in 3D cultures, activation of Rac-Pak1 pathway by ErbB2 homodimers induced growth factor-independent proliferation and promoted disruption of 3D mammary acinar-like structures through activation of the Erk and Akt pathways."
401,Positive,"We found a correlation between ErbB2 expression and activation of Pak in estrogen receptor-positive human breast tumor samples and observed that in 3D cultures, activation of Rac-Pak1 pathway by ErbB2 homodimers induced growth factor-independent proliferation and promoted disruption of 3D mammary acinar-like structures through activation of the Erk and Akt pathways."
402,Negative,"Finally, ErbB2-amplified breast cancer cells expressing a specific Pak inhibitor showed delayed tumor formation and downregulation of Erk and Akt signaling in vivo."
403,Negative,"Finally, ErbB2-amplified breast cancer cells expressing a specific Pak inhibitor showed delayed tumor formation and downregulation of Erk and Akt signaling in vivo."
404,Positive,"Runx2 expression in C4-2B PCa cells synergized with AR to promote PIP expression, whereas its knockdown in T47D BCa cells abrogated basal as well as hormone stimulated PIP expression."
405,Negative,"Similarly, neoadjuvant studies demonstrate that letrozole substantially inhibits aromatase activity in both malignant and nonmalignant breast tissues, and markedly suppresses endogenous estrogens within the breast cancers."
406,Positive,"After a median follow-up of 65 months, an increase in TGF-beta 1 over 1 year was the only significant, independent predictor of a shorter survival free from secondary primary breast cancer."
407,Negative,Estrogen receptor alpha 46 is reduced in tamoxifen resistant breast cancer cells and re-expression inhibits cell proliferation and estrogen receptor alpha 66-regulated target gene transcription.
408,Negative,"We observed reduced protein expression of an N-terminally truncated ERalpha46 in endocrine-resistant LCC2, LCC9, and LY2 compared to MCF-7 breast cancer cells."
409,Positive,Transfection of LCC9 and LY2 cells with hERalpha46 partially restored growth inhibition by TAM.
410,Positive,"Overexpression of hERalpha46 in MCF-7 cells reduced estradiol (E(2))-stimulated endogenous pS2, cyclin D1, nuclear respiratory factor-1 (NRF-1), and progesterone receptor transcription."
411,Negative,"Established miR-21 targets PTEN and PDCD4 were reduced in ERalpha46-transfected, E(2)-treated MCF-7 cells."
412,Positive,Obesity and HER 2 overexpression: a common factor for poor prognosis of breast cancer.
413,Positive,Both obesity and over-expression of HER II are associated with poor prognosis of breast cancer.
414,Positive,The overexpression of HER II is also positively correlated with other markers of prognosis of breast cancer such as cathepsin expression.
415,Positive,"One of these kinases, Erk5, has been found to reside in the nucleus of breast cancer cells that overexpress the ErbB2 receptor."
416,Positive,"In breast cancer cells overexpressing ErbB2, Erk5 dual phosphorylation required ErbB2 tyrosine kinase activity; however, Erk5 nuclear residency did not require ErbB2 activity."
417,Positive,"In a pivotal phase III trial, the addition of trastuzumab to chemotherapy significantly improved response rate, time to disease progression, and overall survival in women with HER2 overexpressing metastatic breast cancer."
418,Positive,The growth inhibition of human breast cancer cells by a novel synthetic progestin involves the induction of transforming growth factor beta.
419,Positive,"Furthermore, in four breast cancer cell lines, the extent of induction of TGF-beta correlated with intracellular levels of Gestodene binding site."
420,Negative,"Moreover, we examined the putative impact of p53 MspI 1798G>A, which is completely linked to p53PIN3, a 16 bp insertion/duplication that has been associated with reduced p53 expression, on familial breast cancer risk."
421,Negative,"From a clinical perspective, we suggest that if chemically stable FASN inhibitors or cell-selective systems able to deliver RNAi targeting FASN gene demonstrate systemic anticancer effects of FASN inhibition in vivo, additional preclinical studies to characterize their anti-breast cancer actions should be of great interest as the specific blockade of FASN activity may also provide a protective means against endometrial carcinoma associated with tamoxifen-based breast cancer therapy."
422,Negative,"From a clinical perspective, we suggest that if chemically stable FASN inhibitors or cell-selective systems able to deliver RNAi targeting FASN gene demonstrate systemic anticancer effects of FASN inhibition in vivo, additional preclinical studies to characterize their anti-breast cancer actions should be of great interest as the specific blockade of FASN activity may also provide a protective means against endometrial carcinoma associated with tamoxifen-based breast cancer therapy."
423,Negative,Inhibition of aromatase is an important approach for reducing growth stimulatory effects of estrogens in hormone-dependent breast cancer.
424,Positive,Functional ablation of pRb activates Cdk2 and causes antiestrogen resistance in human breast cancer cells.
425,Positive,Induction of ErbB-3 expression by alpha6beta4 integrin contributes to tamoxifen resistance in ERbeta1-negative breast carcinomas.
426,Positive,These results indicate that the overexpression of H-ras in human breast tumors is not correlated with alteration of the protooncogene.
427,Negative,"Correlation with clinicopathological data showed, however, that the loss of one H-ras-1 allele in breast carcinoma DNAs is significantly linked to histological Grade III tumors, the lack of estrogen and/or progesterone receptors, and the subsequent occurrence of distal metastasis."
428,Positive,Increase of urokinase-type plasminogen activator gene expression in human lung and breast carcinomas.
429,Negative,Cyclin D3 compensates for the loss of cyclin D1 during ErbB2-induced mammary tumor initiation and progression.
430,Negative,"The lack of Cyclin D1 was associated with a compensatory upregulation of Cyclin D3, which explains why the targeted downregulation of Cyclin D1 in established mammary tumors had no effect on cancer cell proliferation."
431,Negative,"The lack of Cyclin D1 was associated with a compensatory upregulation of Cyclin D3, which explains why the targeted downregulation of Cyclin D1 in established mammary tumors had no effect on cancer cell proliferation."
432,Positive,"The lack of Cyclin D1 was associated with a compensatory upregulation of Cyclin D3, which explains why the targeted downregulation of Cyclin D1 in established mammary tumors had no effect on cancer cell proliferation."
433,Positive,"Cyclin D1 and D3 are overexpressed in human breast cancer cell lines and primary invasive breast cancers, and Cyclin D3 frequently exceeded the expression of Cyclin D1 in ErbB2-positive cases."
434,Negative,"Collectively, the results of this study suggest that only the combined inhibition of Cyclin D1 and D3 might be a suitable strategy for breast cancer prevention and therapy."
435,Positive,"We had reported previously that although both BT474 and MKN7 cells overexpress ErbB2, only BT474 cells show an antiproliferative response to mAb 4D5 treatment."
436,Positive,The multidrug transporter breast cancer resistance protein (BCRP/ABCG2) is strongly induced in the mammary gland during pregnancy and lactation.
437,Positive,The multidrug transporter breast cancer resistance protein (BCRP/ABCG2) is strongly induced in the mammary gland during pregnancy and lactation.
438,Positive,Maspin is a noninhibitory member of the serpin family that is down-regulated in breast carcinoma but overexpressed in pancreatic carcinoma.
439,Negative,Maspin is a noninhibitory member of the serpin family that is down-regulated in breast carcinoma but overexpressed in pancreatic carcinoma.
440,Positive,"Ovarian carcinoma and breast carcinoma cells which are multiply drug resistant due to overexpression of P-glycoprotein are markedly less resistant to cryptophycin than they are to vinblastine, colchicine, and taxol."
441,Negative,"In several breast cancer cell lines, trichostatin A (TSA), a potent HDAC inhibitor, strongly decreases ERalpha expression in a dose-dependent manner."
442,Negative,"We also observed a reduction of UBR1 protein levels in geldanamycin-treated mouse embryonic fibroblasts and human breast cancer cells, suggesting that UBR1 is an Hsp90 client."
443,Positive,One of the best examples of a correlation between high levels of a protease in a primary tumor and poor prognosis is urokinase plasminogen activation in breast cancer.
444,Negative,Oestrogen receptor-alpha (ERalpha) is an important prognostic marker in breast cancer and endocrine therapies are designed to inhibit or prevent ERalpha activity.
445,Positive,IGFBP2 and IGFBP5 overexpression correlates with the lymph node metastasis in T1 breast carcinomas.
446,Positive,IGFBP2 and IGFBP5 overexpression correlates with the lymph node metastasis in T1 breast carcinomas.
447,Positive,"Overexpression of IGFBP2 and IGFBP5 contributes to the invasiveness and progression of several human cancers, but their roles in the metastasis of breast cancer have not been investigated in detail."
448,Positive,"Overexpression of IGFBP2 and IGFBP5 contributes to the invasiveness and progression of several human cancers, but their roles in the metastasis of breast cancer have not been investigated in detail."
449,Positive,Induction of thymidine phosphorylase expression and enhancement of efficacy of capecitabine or 5'-deoxy-5-fluorouridine by cyclophosphamide in mammary tumor models.
450,Positive,"In the present study, we confirmed that the administration of cytostatics used for breast cancer treatment, such as taxanes and cyclophosphamide (CPA), up-regulated the tumor level of dThdPase in mammary tumor models as well."
451,Positive,"The preferential up-regulation of PyNPase activity in the tumor by CPA administration was also confirmed in mice bearing a syngeneic murine mammary adenocarcinoma, A755."
452,Positive,"Enhanced Ha-ras expression was documented in 66% of breast and 100% of colon carcinomas as compared with their normal counterparts, with levels in breast carcinomas ranging from 10.1 to 50.4 pg ras p21/micrograms protein and those in colon carcinomas ranging from 18.4 to 51.7 pg ras p21/micrograms protein."
453,Positive,Artesunate treatment of human CCRF-CEM leukemia and MCF7 breast cancer cells induced ABCB6 expression but repressed ABCB7 expression.
454,Negative,Artesunate treatment of human CCRF-CEM leukemia and MCF7 breast cancer cells induced ABCB6 expression but repressed ABCB7 expression.
455,Positive,"Using multiple primer sets and controls, we found that neither mature BORIS transcripts nor spliced variants are commonly expressed at detectable levels in malignant breast cells or tissues, although endogenous BORIS transcripts can be induced in MCF-7 cells following 5-aza-2'-deoxycytidine treatment."
456,Positive,"The elevated testosterone levels and the increased levels of insulin, IGF-I, and IGF-II that are seen in PCOS and abdominal obesity could favor the development of breast cancer in several ways, all of which have been demonstrated experimentally: binding of testosterone to cancer cells bearing testosterone receptors, with direct stimulation; intratissular aromatization of testosterone to estradiol, with stimulation of estrogen-sensitive cells; stimulation of the production of epithelial growth factor (EGF) by testosterone, with direct mitogenic effect of EGF on cancer cells; stimulation of aromatase by insulin and IGF-I; direct mitogenic stimulation of cancer cells by insulin, IGF-I, and IGF-II; and stimulation by IGF-I and IGF-II of the intratissular reduction of estrone to estradiol."
457,Positive,"The elevated testosterone levels and the increased levels of insulin, IGF-I, and IGF-II that are seen in PCOS and abdominal obesity could favor the development of breast cancer in several ways, all of which have been demonstrated experimentally: binding of testosterone to cancer cells bearing testosterone receptors, with direct stimulation; intratissular aromatization of testosterone to estradiol, with stimulation of estrogen-sensitive cells; stimulation of the production of epithelial growth factor (EGF) by testosterone, with direct mitogenic effect of EGF on cancer cells; stimulation of aromatase by insulin and IGF-I; direct mitogenic stimulation of cancer cells by insulin, IGF-I, and IGF-II; and stimulation by IGF-I and IGF-II of the intratissular reduction of estrone to estradiol."
458,Positive,"Those patients that progressed to breast cancer (cases) showed significantly higher ER-alpha [median, 57.00% of cells within individual HUT foci; interquartile range (IQ), 33.48 to 67.78] and Ki-67 (median, 3.82%; IQ, 0.85 to 11.28) expression in their HUT foci compared with controls (ER-alpha median, 30.27%; IQ, 19.75 to 52.50 and Ki-67 median, 0.77%; IQ, 0.0458 to 1.72, P = 0.008 and <0.001)."
459,Positive,"Those patients that progressed to breast cancer (cases) showed significantly higher ER-alpha [median, 57.00% of cells within individual HUT foci; interquartile range (IQ), 33.48 to 67.78] and Ki-67 (median, 3.82%; IQ, 0.85 to 11.28) expression in their HUT foci compared with controls (ER-alpha median, 30.27%; IQ, 19.75 to 52.50 and Ki-67 median, 0.77%; IQ, 0.0458 to 1.72, P = 0.008 and <0.001)."
460,Positive,"Several of the analogues elicit stronger growth inhibitory activity against prostate (PC-3) and breast (MDA-MB-468) carcinoma cells, which contain elevated basal IKK activity; this antiproliferative activity correlates with increased inhibition of recombinant IKKbeta in vitro, suggesting that the anticancer activities of these AdArs might be related to the inhibition of IKK/NFkappaB signaling."
461,Negative,"Several of the analogues elicit stronger growth inhibitory activity against prostate (PC-3) and breast (MDA-MB-468) carcinoma cells, which contain elevated basal IKK activity; this antiproliferative activity correlates with increased inhibition of recombinant IKKbeta in vitro, suggesting that the anticancer activities of these AdArs might be related to the inhibition of IKK/NFkappaB signaling."
462,Positive,"Our findings show, for the first time, that DC is a natural tumor promoter by elevating Flk-1 and decreasing ceramide-mediated apoptosis of breast cancer progenitor cells."
463,Positive,Accumulation of p53 tumor suppressor gene protein: an independent marker of prognosis in breast cancers.
464,Positive,"Mutations of the tumor suppressor gene p53 have been identified in breast cancer cell lines, and some breast carcinomas are detectable by immunohistochemical assay because of p53 protein accumulation."
465,Positive,"In MDA-MB-231 breast carcinoma cells, Taxo did not interfere with the re-activation of E-cadherin and maspin genes by 5-AZA-CdR."
466,Positive,"In MDA-MB-231 breast carcinoma cells, Taxo did not interfere with the re-activation of E-cadherin and maspin genes by 5-AZA-CdR."
467,Positive,"While expression of Bcl-2, Bcl-X(L), Hsp 70 and 90 was increased, expression of Bax and caspases 8 and 3 was significantly lower in both human as well as canine mammary tumor tissues compared to corresponding adjacent tissues."
468,Positive,"While expression of Bcl-2, Bcl-X(L), Hsp 70 and 90 was increased, expression of Bax and caspases 8 and 3 was significantly lower in both human as well as canine mammary tumor tissues compared to corresponding adjacent tissues."
469,Positive,"While expression of Bcl-2, Bcl-X(L), Hsp 70 and 90 was increased, expression of Bax and caspases 8 and 3 was significantly lower in both human as well as canine mammary tumor tissues compared to corresponding adjacent tissues."
470,Positive,"In conclusion, physiological elevation of the bFGF during normal menstruation can influence the precise interpretation of the pathological elevation of the bFGF in pre-menopausal breast cancer patients."
471,Positive,"In conclusion, physiological elevation of the bFGF during normal menstruation can influence the precise interpretation of the pathological elevation of the bFGF in pre-menopausal breast cancer patients."
472,Positive,Many advanced human tumors including breast cancer overproduce plasmin that is known to promote angiogenesis and metastasis.
473,Positive,MDA-MB231 cell membranes induced plasmin generation in a time-dependent manner while those from MCF-7 cells failed to convert plasminogen to plasmin.
474,Positive,GRB7 protein over-expression and clinical outcome in breast cancer.
475,Positive,GRB7 protein over-expression is an independent adverse prognostic factor in human breast cancer.
476,Negative,All of the test compounds (10 nM) substantially inhibited estrogen sulfatase activity of intact MDA-MB-231 cells.
477,Negative,Our data indicate the utility of the new compounds for inhibition of breast cancer cell estrone sulfatase activity.
478,Negative,"Experimentally, we found that reducing expression of SCRIB by short-hairpin RNAs (shRNAs) reduces the growth of human breast cancer cells in xenograft assays."
479,Negative,"We found that the functional disruption of IGF-1R markedly influences breast cancer metastasis in nude mice by suppressing cellular adhesion, invasion, and metastasis of breast cancer cells to the lung, lymph nodes, and lymph vessels."
480,Positive,"
In T-47D cells, PRG1 mRNA was rapidly and transiently induced by progestins, expression peaking between 2 and 4 h and returning to control levels by 12 h."
481,Positive,Both elevated protein-tyrosine kinase activity of pp60(c-src) and the association of its high activity with a short disease-free period have been reported in patients with human breast cancer.
482,Positive,"
In 60% of breast cancers, the pp60(c-src) level was increased, the reaction intensity was elevated, and a positive reaction was seen in cytoplasma and in the nuclear area."
483,Negative,Selective inhibition of human 3β-hydroxysteroid dehydrogenase type 1 as a potential treatment for breast cancer.
484,Positive,We showed that treatment of MCF-7 and triple-negative MDA-MB-231 human breast cancer cells with a GnRH-II antagonist results in apoptotic cell death in vitro via activation of stress-activated MAPK p38 and loss of mitochondrial membrane potential.
485,Positive,"In addition, we showed GnRH-II antagonist-induced activation of caspase-3 in MDA-MB-231 human breast cancer cells."
486,Gene,"CTEN (C-terminal tensin-like), a novel oncogene overexpressed in invasive breast carcinoma of poor prognosis."
487,Positive,The DNA-binding epidermal growth factor-receptor inhibitor PD153035 and other DNA-intercalating cytotoxic drugs reactivate the expression of the retinoic acid receptor-beta tumor-suppressor gene in breast cancer cells.
488,Positive,"Here, we demonstrate that the EGFR inhibitor PD153035 specifically induces RAR-beta2, but not the other two isoforms (RAR-beta1, RAR-beta4) in MDA-MB-468 and MDA-MB-453 human breast cancer cells."
489,Positive,MTA1 overexpression correlates significantly with tumor grade and angiogenesis in human breast cancers.
490,Positive,Osteopontin (OPN) is a secreted phosphoprotein often overexpressed at high levels in the blood and primary tumors of breast cancer patients.
491,Positive,These findings support the assumption that induction of PGR by estrogen in human breast cancer is mediated by a mechanism involving nuclear receptors.
492,Positive,"Activated Src increases adhesion, survival and alpha2-integrin expression in human breast cancer cells."
493,Positive,"Activated Src increases adhesion, survival and alpha2-integrin expression in human breast cancer cells."
494,Positive,We have shown that overexpression of an activated form of the Src tyrosine kinase suppressed the loss of adhesion induced by dominant-negative; adenoviral FAK-CD and decreased the apoptotic response in BT474 and MCF-7 breast cancer cell lines.
495,Positive,We have also shown that expression of activated Src in breast cancer cells increased the expression of alpha2-integrin and that overexpression of alpha2-integrin suppressed FAK-CD-mediated loss of adhesion.
496,Positive,We have also shown that expression of activated Src in breast cancer cells increased the expression of alpha2-integrin and that overexpression of alpha2-integrin suppressed FAK-CD-mediated loss of adhesion.
497,Positive,We have also shown that expression of activated Src in breast cancer cells increased the expression of alpha2-integrin and that overexpression of alpha2-integrin suppressed FAK-CD-mediated loss of adhesion.
498,Negative,Cell-surface expression of galectin-3 was reduced following treatment of viable T47D human breast carcinoma cells with gelatinase A.
499,Negative,"Thus, pharmacologically-induced metabolic restriction (via treatment with glycolysis inhibitors) may be a promising new therapeutic strategy for breast cancer patients that lack stromal Cav-1 expression."
